time,power
Mon 01 May 2020 05:28:00 GMT,3.338927
Mon 01 May 2020 05:32:00 GMT,4.156489
Mon 01 May 2020 05:36:00 GMT,3.150793
Mon 01 May 2020 05:40:00 GMT,3.838668
Mon 01 May 2020 05:44:00 GMT,3.766201
Mon 01 May 2020 05:48:00 GMT,2.889092
Mon 01 May 2020 05:52:00 GMT,3.5946
Mon 01 May 2020 05:56:00 GMT,2.848807
Mon 01 May 2020 06:00:00 GMT,3.636034
Mon 01 May 2020 06:04:00 GMT,3.493298
Mon 01 May 2020 06:08:00 GMT,2.782724
Mon 01 May 2020 06:12:00 GMT,2.77589
Mon 01 May 2020 06:16:00 GMT,2.80641
Mon 01 May 2020 06:20:00 GMT,3.439739
Mon 01 May 2020 06:24:00 GMT,2.790594
Mon 01 May 2020 06:28:00 GMT,3.736011
Mon 01 May 2020 06:32:00 GMT,3.861275
Mon 01 May 2020 06:36:00 GMT,2.998692
Mon 01 May 2020 06:40:00 GMT,3.774788
Mon 01 May 2020 06:44:00 GMT,2.983428
Mon 01 May 2020 06:48:00 GMT,3.768011
Mon 01 May 2020 06:52:00 GMT,3.796739
Mon 01 May 2020 06:56:00 GMT,3.187537
Mon 01 May 2020 07:00:00 GMT,3.676389
Mon 01 May 2020 07:04:00 GMT,3.166479
Mon 01 May 2020 07:08:00 GMT,3.721467
Mon 01 May 2020 07:12:00 GMT,3.723322
Mon 01 May 2020 07:16:00 GMT,3.353086
Mon 01 May 2020 07:20:00 GMT,3.968648
Mon 01 May 2020 07:24:00 GMT,3.60483
Mon 01 May 2020 07:28:00 GMT,3.703502
Mon 01 May 2020 07:32:00 GMT,3.992059
Mon 01 May 2020 07:36:00 GMT,3.880259
Mon 01 May 2020 07:40:00 GMT,3.885334
Mon 01 May 2020 07:44:00 GMT,3.228832
